task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
486	1e/c804ac	35029	Draw (26)	COMPLETED	0	2024-06-12 23:14:01.008	1.9s	917ms	104.2%	10.8 MB	19.8 MB	7 MB	14.1 KB
487	85/e77086	35054	Draw (27)	COMPLETED	0	2024-06-12 23:14:02.766	1.9s	1s	103.4%	11.4 MB	20.2 MB	7.9 MB	14.2 KB
488	ce/8cfb8a	35070	Draw (28)	COMPLETED	0	2024-06-12 23:14:02.886	1.9s	973ms	101.8%	11 MB	19.6 MB	7 MB	16.7 KB
490	85/3ef2c8	35110	Draw (30)	COMPLETED	0	2024-06-12 23:14:04.779	1.9s	927ms	103.6%	11.1 MB	20 MB	7 MB	16.4 KB
489	50/0767fb	35094	Draw (29)	COMPLETED	0	2024-06-12 23:14:04.683	2s	987ms	103.4%	11.4 MB	20.2 MB	7.9 MB	14.2 KB
492	c9/2d75be	35141	Draw (32)	COMPLETED	0	2024-06-12 23:14:06.717	1.9s	1s	102.0%	10.8 MB	19.4 MB	7.8 MB	19.2 KB
491	74/447c7a	35135	Draw (31)	COMPLETED	0	2024-06-12 23:14:06.690	1.9s	1s	101.0%	10 MB	18.9 MB	7.8 MB	18.1 KB
493	2c/883cab	35173	Draw (33)	COMPLETED	0	2024-06-12 23:14:08.586	2s	1.1s	102.2%	11.2 MB	20.2 MB	7.8 MB	22.9 KB
494	43/6fed38	35180	Draw (34)	COMPLETED	0	2024-06-12 23:14:08.628	2s	1s	101.4%	10.8 MB	19.6 MB	7.8 MB	19.3 KB
495	a8/9b520d	35213	Draw (35)	COMPLETED	0	2024-06-12 23:14:10.572	1.9s	944ms	101.1%	11.9 MB	20.5 MB	7.3 MB	13.9 KB
496	b1/f32b08	35222	Draw (36)	COMPLETED	0	2024-06-12 23:14:10.623	2s	1s	103.3%	11.2 MB	20 MB	7.8 MB	20.6 KB
497	1a/67281d	35253	Draw (37)	COMPLETED	0	2024-06-12 23:14:12.428	1.9s	983ms	104.5%	11.1 MB	19.6 MB	7.3 MB	14.8 KB
498	ea/f42dc0	35273	Draw (38)	COMPLETED	0	2024-06-12 23:14:12.619	1.9s	930ms	104.9%	11.2 MB	20 MB	7.3 MB	14.8 KB
499	ff/bc3006	35292	Draw (39)	COMPLETED	0	2024-06-12 23:14:14.304	2s	1.1s	104.9%	13 MB	21.8 MB	7.3 MB	14.8 KB
500	9c/1f81e4	35313	Draw (40)	COMPLETED	0	2024-06-12 23:14:14.535	1.9s	989ms	103.0%	11.6 MB	20.2 MB	7.3 MB	16.2 KB
501	db/d0a045	35340	Draw (41)	COMPLETED	0	2024-06-12 23:14:16.304	1.9s	1s	104.2%	13.4 MB	22.2 MB	8.7 MB	21.1 KB
502	c6/19be4c	35360	Draw (42)	COMPLETED	0	2024-06-12 23:14:16.452	1.8s	959ms	103.7%	11.4 MB	20.2 MB	8.7 MB	18.2 KB
504	3c/e9426a	35396	Draw (44)	COMPLETED	0	2024-06-12 23:14:18.280	1.9s	973ms	102.8%	10.8 MB	19.6 MB	7.8 MB	19.1 KB
503	50/d29141	35379	Draw (43)	COMPLETED	0	2024-06-12 23:14:18.179	2s	1s	104.1%	11.2 MB	20.2 MB	8.7 MB	21.1 KB
506	dc/a940e6	35427	Draw (46)	COMPLETED	0	2024-06-12 23:14:20.193	1.9s	1s	102.6%	11.5 MB	20.2 MB	7.8 MB	19.1 KB
505	a1/f6967e	35418	Draw (45)	COMPLETED	0	2024-06-12 23:14:20.138	2.1s	1.1s	102.5%	11 MB	19.8 MB	8.7 MB	29.1 KB
507	c8/be817f	35455	Draw (47)	COMPLETED	0	2024-06-12 23:14:22.112	1.9s	1s	103.2%	11.2 MB	20 MB	8.7 MB	21.7 KB
508	c0/5b4f4e	35473	Draw (48)	COMPLETED	0	2024-06-12 23:14:22.214	1.9s	911ms	103.4%	11.8 MB	20.2 MB	7.8 MB	19.1 KB
509	a0/a9e720	35495	Draw (49)	COMPLETED	0	2024-06-12 23:14:24.040	2s	1.1s	105.1%	11.4 MB	20.2 MB	7.8 MB	19.1 KB
510	c9/9004fd	35502	Draw (50)	COMPLETED	0	2024-06-12 23:14:24.076	2s	1s	105.3%	13.1 MB	21.7 MB	7.8 MB	19.1 KB
511	8b/6be4ae	35536	Draw (51)	COMPLETED	0	2024-06-12 23:14:26.030	2.9s	1.9s	105.8%	105 MB	125 MB	10.5 MB	13.8 KB
512	8f/18936c	35543	Draw (52)	COMPLETED	0	2024-06-12 23:14:26.085	3s	1.9s	106.9%	101.4 MB	121.5 MB	10.5 MB	14.9 KB
514	b2/39ce6b	35607	Draw (54)	COMPLETED	0	2024-06-12 23:14:29.057	1.9s	1s	104.0%	11.2 MB	20.2 MB	6.8 MB	13.6 KB
513	c4/170a25	35589	Draw (53)	COMPLETED	0	2024-06-12 23:14:28.913	2.3s	1.3s	104.3%	97.1 MB	116.9 MB	10.5 MB	13.8 KB
515	9f/7d6556	35631	Draw (55)	COMPLETED	0	2024-06-12 23:14:30.986	2.1s	1.2s	104.7%	11.5 MB	20.5 MB	10.5 MB	17.9 KB
516	a0/60d258	35651	Draw (56)	COMPLETED	0	2024-06-12 23:14:31.224	1.9s	1s	101.9%	11.1 MB	20 MB	8.4 MB	16.4 KB
518	72/4346e8	35679	Draw (58)	COMPLETED	0	2024-06-12 23:14:33.112	1.9s	1s	102.9%	11.4 MB	20.2 MB	6.8 MB	13.6 KB
517	58/47cd38	35671	Draw (57)	COMPLETED	0	2024-06-12 23:14:33.065	2s	1.1s	102.1%	10.9 MB	19.8 MB	8.4 MB	16.4 KB
520	6d/a009cb	35731	Draw (60)	COMPLETED	0	2024-06-12 23:14:35.107	1.9s	950ms	103.1%	11 MB	19.6 MB	8.4 MB	16.4 KB
519	ff/398e99	35714	Draw (59)	COMPLETED	0	2024-06-12 23:14:35.025	2.3s	1.2s	104.2%	12.8 MB	21.7 MB	10.5 MB	19.6 KB
522	8c/7455be	35771	Draw (62)	COMPLETED	0	2024-06-12 23:14:37.298	2s	910ms	104.3%	11.1 MB	19.9 MB	6.8 MB	13.6 KB
521	80/b8f09b	35751	Draw (61)	COMPLETED	0	2024-06-12 23:14:36.963	2.4s	1.1s	105.9%	13.1 MB	21.9 MB	8.4 MB	16.4 KB
523	bf/0efeed	35791	Draw (63)	COMPLETED	0	2024-06-12 23:14:39.313	1.8s	960ms	102.4%	12 MB	21 MB	6.8 MB	13.6 KB
524	3f/eef9ff	35798	Draw (64)	COMPLETED	0	2024-06-12 23:14:39.354	1.9s	970ms	104.1%	11.4 MB	20 MB	8.4 MB	16.4 KB
525	63/56981e	35828	Draw (65)	COMPLETED	0	2024-06-12 23:14:41.151	1.8s	895ms	102.3%	11.5 MB	20.3 MB	6.8 MB	13.5 KB
526	71/118b3f	35844	Draw (66)	COMPLETED	0	2024-06-12 23:14:41.234	1.8s	866ms	103.7%	11.1 MB	19.8 MB	6.8 MB	13.5 KB
527	a8/26a401	35866	Draw (67)	COMPLETED	0	2024-06-12 23:14:42.982	1.9s	926ms	104.0%	11.9 MB	20.5 MB	6.8 MB	13.6 KB
528	e8/a13bfa	35882	Draw (68)	COMPLETED	0	2024-06-12 23:14:43.051	1.9s	912ms	103.8%	11 MB	20 MB	6.8 MB	13.5 KB
529	d0/ab33e3	35906	Draw (69)	COMPLETED	0	2024-06-12 23:14:44.847	2s	1s	105.7%	11.8 MB	20.5 MB	6.8 MB	13.5 KB
530	54/504bd8	35915	Draw (70)	COMPLETED	0	2024-06-12 23:14:44.913	2s	1s	104.5%	11.1 MB	20 MB	6.8 MB	13.4 KB
531	ed/264731	35950	Draw (71)	COMPLETED	0	2024-06-12 23:14:46.875	2.1s	1.1s	104.7%	11 MB	19.8 MB	6.8 MB	13.5 KB
532	02/d66d58	35966	Draw (72)	COMPLETED	0	2024-06-12 23:14:46.960	2.1s	1.1s	100.6%	11.2 MB	20.2 MB	6.8 MB	13.4 KB
533	6e/4871a5	35997	Draw (73)	COMPLETED	0	2024-06-12 23:14:49.012	2.1s	1.1s	104.1%	10.9 MB	19.6 MB	6.8 MB	13.4 KB
534	15/16c1c2	36004	Draw (74)	COMPLETED	0	2024-06-12 23:14:49.048	2.2s	1s	104.3%	10.6 MB	19.6 MB	6.8 MB	13.4 KB
536	af/c8aca9	36045	Draw (76)	COMPLETED	0	2024-06-12 23:14:51.232	1.7s	877ms	101.6%	10.5 MB	19.4 MB	6.8 MB	13.4 KB
535	78/5d661e	36035	Draw (75)	COMPLETED	0	2024-06-12 23:14:51.129	2.1s	1.1s	104.1%	11 MB	20 MB	10.6 MB	17.2 KB
537	a2/c5ff6f	36071	Draw (77)	COMPLETED	0	2024-06-12 23:14:52.951	2.1s	1.2s	103.4%	107.5 MB	127.4 MB	10.6 MB	17.2 KB
538	fa/974549	36091	Draw (78)	COMPLETED	0	2024-06-12 23:14:53.226	2.1s	1.2s	102.1%	107.4 MB	127.4 MB	10.6 MB	17.2 KB
539	ed/cdd173	36111	Draw (79)	COMPLETED	0	2024-06-12 23:14:55.081	2.1s	1.2s	105.7%	107.5 MB	127.4 MB	10.6 MB	17.3 KB
540	a4/fd84cd	36131	Draw (80)	COMPLETED	0	2024-06-12 23:14:55.316	2.2s	1.2s	103.9%	107.4 MB	127.4 MB	10.6 MB	17.3 KB
541	5b/dddf9b	36159	Draw (81)	COMPLETED	0	2024-06-12 23:14:57.188	2.2s	1.1s	106.0%	11.4 MB	20.2 MB	8.3 MB	17.9 KB
542	8c/0518f1	36179	Draw (82)	COMPLETED	0	2024-06-12 23:14:57.538	2.1s	964ms	102.5%	11.1 MB	20.2 MB	8.3 MB	18.1 KB
543	9e/176fba	36197	Draw (83)	COMPLETED	0	2024-06-12 23:14:59.381	2s	1.1s	105.1%	11.2 MB	20 MB	7.4 MB	13.2 KB
544	bd/19acfa	36217	Draw (84)	COMPLETED	0	2024-06-12 23:14:59.667	1.8s	941ms	104.7%	11.1 MB	20.2 MB	7.4 MB	13.2 KB
545	82/18a8da	36236	Draw (85)	COMPLETED	0	2024-06-12 23:15:01.415	1.9s	990ms	103.5%	10.9 MB	19.9 MB	8.3 MB	18.1 KB
546	4d/aebf0c	36252	Draw (86)	COMPLETED	0	2024-06-12 23:15:01.517	1.9s	961ms	102.5%	11 MB	20 MB	8.3 MB	18.1 KB
548	eb/7130c3	36287	Draw (88)	COMPLETED	0	2024-06-12 23:15:03.410	1.9s	1s	103.2%	10.9 MB	19.9 MB	7.4 MB	18.1 KB
547	1e/5d25dc	36274	Draw (87)	COMPLETED	0	2024-06-12 23:15:03.302	2.1s	1.1s	102.0%	11.4 MB	20 MB	8.3 MB	18.1 KB
549	38/c4ff31	36317	Draw (89)	COMPLETED	0	2024-06-12 23:15:05.336	2s	1s	105.6%	11.4 MB	20.2 MB	8.7 MB	13.1 KB
550	14/8f2008	36326	Draw (90)	COMPLETED	0	2024-06-12 23:15:05.418	1.9s	1s	102.6%	11.8 MB	20.3 MB	8.7 MB	13.1 KB
551	57/804533	36358	Draw (91)	COMPLETED	0	2024-06-12 23:15:07.298	1.9s	1s	104.0%	12 MB	20.5 MB	7.4 MB	16.9 KB
552	05/9961f7	36364	Draw (92)	COMPLETED	0	2024-06-12 23:15:07.323	2s	1s	102.6%	11.4 MB	20.3 MB	7.4 MB	13.2 KB
553	db/1cc114	36395	Draw (93)	COMPLETED	0	2024-06-12 23:15:09.207	1.9s	994ms	105.5%	11.2 MB	20.2 MB	8.7 MB	13 KB
554	ef/4dbba2	36411	Draw (94)	COMPLETED	0	2024-06-12 23:15:09.324	1.9s	972ms	104.8%	11.8 MB	20.5 MB	8.7 MB	13.1 KB
555	95/50252b	36434	Draw (95)	COMPLETED	0	2024-06-12 23:15:11.157	1.8s	969ms	104.3%	11.2 MB	20 MB	8 MB	13.1 KB
556	ff/3ff0cd	36440	Draw (96)	COMPLETED	0	2024-06-12 23:15:11.186	1.8s	955ms	102.7%	11.8 MB	20.5 MB	8 MB	14.3 KB
558	c0/627047	36478	Draw (98)	COMPLETED	0	2024-06-12 23:15:13.004	1.8s	947ms	104.8%	10.9 MB	19.5 MB	6.8 MB	12.9 KB
557	d7/31c7ce	36472	Draw (97)	COMPLETED	0	2024-06-12 23:15:12.974	2s	1.1s	104.0%	11 MB	19.6 MB	8.7 MB	14.1 KB
560	e4/3c0dbe	36520	Draw (100)	COMPLETED	0	2024-06-12 23:15:14.951	1.9s	935ms	105.5%	11 MB	20 MB	6.8 MB	12.9 KB
559	87/b03259	36510	Draw (99)	COMPLETED	0	2024-06-12 23:15:14.826	2.1s	1s	101.1%	11.2 MB	20 MB	8 MB	13.1 KB
561	df/338bdf	36552	Draw (101)	COMPLETED	0	2024-06-12 23:15:16.842	1.9s	988ms	103.0%	11.2 MB	19.8 MB	8 MB	14.3 KB
562	e9/1bd388	36560	Draw (102)	COMPLETED	0	2024-06-12 23:15:16.900	1.9s	971ms	103.2%	10.8 MB	19.4 MB	8 MB	15.5 KB
563	69/c52090	36597	Draw (103)	COMPLETED	0	2024-06-12 23:15:18.723	1.8s	928ms	103.6%	11.1 MB	20.2 MB	6.8 MB	12.9 KB
564	65/8c74a4	36607	Draw (104)	COMPLETED	0	2024-06-12 23:15:18.810	1.8s	903ms	103.3%	11.6 MB	20.5 MB	6.8 MB	12.9 KB
565	96/8fb6df	36634	Draw (105)	COMPLETED	0	2024-06-12 23:15:20.519	1.8s	941ms	105.6%	14 MB	22.8 MB	6.8 MB	12.9 KB
566	ba/da5c74	36649	Draw (106)	COMPLETED	0	2024-06-12 23:15:20.582	1.8s	901ms	104.4%	11.5 MB	19.9 MB	6.8 MB	13 KB
567	20/52e740	36672	Draw (107)	COMPLETED	0	2024-06-12 23:15:22.303	1.8s	928ms	103.6%	11.2 MB	20 MB	6.8 MB	13 KB
568	ce/f3a107	36688	Draw (108)	COMPLETED	0	2024-06-12 23:15:22.415	1.8s	892ms	103.0%	11.1 MB	19.9 MB	6.8 MB	13 KB
569	a3/bc8867	36710	Draw (109)	COMPLETED	0	2024-06-12 23:15:24.121	1.9s	955ms	103.1%	11.2 MB	20.2 MB	6.8 MB	13 KB
570	c1/dbac78	36728	Draw (110)	COMPLETED	0	2024-06-12 23:15:24.259	1.9s	948ms	102.4%	10.2 MB	19.4 MB	7 MB	14 KB
571	cb/986c3d	36750	Draw (111)	COMPLETED	0	2024-06-12 23:15:26.002	1.9s	953ms	103.4%	11.4 MB	20.2 MB	6.8 MB	13 KB
572	62/80d4ac	36768	Draw (112)	COMPLETED	0	2024-06-12 23:15:26.129	1.9s	948ms	105.6%	11.2 MB	19.9 MB	7 MB	14 KB
573	e3/2bb085	36797	Draw (113)	COMPLETED	0	2024-06-12 23:15:27.890	1.8s	968ms	105.1%	11.5 MB	20 MB	7 MB	14 KB
574	8e/6e9435	36815	Draw (114)	COMPLETED	0	2024-06-12 23:15:27.987	1.8s	926ms	103.5%	11 MB	19.6 MB	7 MB	14 KB
575	49/5614cf	36836	Draw (115)	COMPLETED	0	2024-06-12 23:15:29.736	2.1s	1.2s	109.8%	86.8 MB	107 MB	7 MB	14 KB
576	07/3f0ff2	36844	GXA (1)	COMPLETED	0	2024-06-12 23:15:29.772	2.2s	1.2s	109.9%	85.6 MB	101.9 MB	7.4 MB	15.9 KB
577	b2/a494ea	36872	GXA (2)	COMPLETED	0	2024-06-12 23:15:31.801	2.1s	1.1s	105.6%	11.1 MB	19.8 MB	7.4 MB	15.9 KB
578	e7/71e0fd	36891	GXA (3)	COMPLETED	0	2024-06-12 23:15:32.001	2s	1s	105.6%	11.9 MB	20.4 MB	7 MB	15.8 KB
580	b3/e8fe68	36921	GXA (5)	COMPLETED	0	2024-06-12 23:15:33.966	2.4s	1.5s	105.2%	77.8 MB	94 MB	7.4 MB	15.9 KB
579	7f/7cbeaf	36912	GXA (4)	COMPLETED	0	2024-06-12 23:15:33.928	2.6s	1.5s	104.5%	77.1 MB	93.3 MB	7 MB	15.8 KB
581	95/fdf208	36952	GXA (6)	COMPLETED	0	2024-06-12 23:15:36.413	2.8s	1.7s	106.4%	56.6 MB	69.3 MB	7 MB	15.8 KB
582	80/345ea4	36962	GXA (7)	COMPLETED	0	2024-06-12 23:15:36.492	2.8s	1.7s	105.7%	63.6 MB	76.3 MB	7.4 MB	15.9 KB
583	ae/579b8e	37009	GXA (8)	COMPLETED	0	2024-06-12 23:15:39.261	2s	1s	104.0%	10.9 MB	19.6 MB	7.4 MB	15.9 KB
584	7e/95cc23	37016	GXA (9)	COMPLETED	0	2024-06-12 23:15:39.301	1.9s	955ms	102.0%	11 MB	19.9 MB	7 MB	15.8 KB
585	7f/d8d515	37048	GXA (10)	COMPLETED	0	2024-06-12 23:15:41.222	1.9s	960ms	104.7%	11 MB	19.8 MB	6.9 MB	16.1 KB
586	66/d6d1be	37054	GXA (11)	COMPLETED	0	2024-06-12 23:15:41.246	1.9s	991ms	104.2%	11 MB	19.8 MB	7 MB	15.8 KB
587	1b/6bbd01	37086	GXA (12)	COMPLETED	0	2024-06-12 23:15:43.127	1.9s	960ms	104.2%	11 MB	19.8 MB	6.9 MB	16.3 KB
588	fa/f94945	37093	GXA (13)	COMPLETED	0	2024-06-12 23:15:43.167	1.9s	936ms	103.4%	11.2 MB	20 MB	6.9 MB	16.3 KB
589	ff/abb2c0	37124	GXA (14)	COMPLETED	0	2024-06-12 23:15:45.030	1.9s	957ms	104.6%	11.4 MB	20.3 MB	6.9 MB	16.3 KB
590	37/9ece84	37125	GXA (15)	COMPLETED	0	2024-06-12 23:15:45.033	1.9s	923ms	104.2%	11.6 MB	20.6 MB	6.9 MB	16.3 KB
591	10/555e77	37163	GXA (16)	COMPLETED	0	2024-06-12 23:15:46.893	2s	1s	103.9%	11 MB	19.8 MB	8.4 MB	15.3 KB
592	6a/4a5b8f	37170	GXA (17)	COMPLETED	0	2024-06-12 23:15:46.937	2s	994ms	104.0%	11.2 MB	20 MB	8.4 MB	15.3 KB
593	0d/d6d4ec	37202	GXA (18)	COMPLETED	0	2024-06-12 23:15:48.855	2.1s	1.1s	102.6%	10.8 MB	19.8 MB	8.4 MB	15.3 KB
594	55/d8e735	37211	GXA (19)	COMPLETED	0	2024-06-12 23:15:48.904	2.1s	1.1s	103.7%	11 MB	20 MB	8.4 MB	15.3 KB
595	d9/6a0099	37249	GXA (20)	COMPLETED	0	2024-06-12 23:15:50.921	1.9s	983ms	103.7%	11.5 MB	20.2 MB	7.7 MB	15.2 KB
596	6f/bbb855	37256	GXA (21)	COMPLETED	0	2024-06-12 23:15:50.965	1.9s	929ms	102.5%	10.9 MB	19.6 MB	7.7 MB	15.2 KB
598	e7/d4a322	37293	GXA (23)	COMPLETED	0	2024-06-12 23:15:52.896	1.8s	913ms	105.6%	11.9 MB	20.5 MB	6.8 MB	15.1 KB
597	e2/189f38	37287	GXA (22)	COMPLETED	0	2024-06-12 23:15:52.869	1.9s	1s	103.6%	11.2 MB	20.2 MB	8.4 MB	15.3 KB
599	b6/32650d	37324	GXA (24)	COMPLETED	0	2024-06-12 23:15:54.670	1.9s	1s	105.0%	12.9 MB	21.8 MB	7.7 MB	15.2 KB
600	06/e866d8	37340	GXA (25)	COMPLETED	0	2024-06-12 23:15:54.748	1.9s	924ms	103.6%	11 MB	19.9 MB	6.8 MB	15.2 KB
601	92/e87f8b	37364	GXA (26)	COMPLETED	0	2024-06-12 23:15:56.600	2s	1.1s	109.9%	13.4 MB	22 MB	6.8 MB	15.1 KB
602	c5/3ac708	37370	GXA (27)	COMPLETED	0	2024-06-12 23:15:56.617	2.1s	1.1s	109.7%	13.2 MB	22.2 MB	7.7 MB	15.2 KB
603	5b/01b5af	37401	GXA (28)	COMPLETED	0	2024-06-12 23:15:58.595	1.8s	950ms	104.9%	11 MB	19.8 MB	6.8 MB	15.5 KB
604	cd/fadd8c	37419	GXA (29)	COMPLETED	0	2024-06-12 23:15:58.723	1.8s	853ms	103.8%	11.4 MB	20.5 MB	6.8 MB	15.3 KB
605	12/64b068	37439	GXA (30)	COMPLETED	0	2024-06-12 23:16:00.442	1.9s	942ms	106.3%	11.9 MB	20.5 MB	7.7 MB	15.2 KB
606	51/788b62	37455	GXA (31)	COMPLETED	0	2024-06-12 23:16:00.527	1.9s	920ms	106.0%	14 MB	22.8 MB	7.7 MB	15.6 KB
607	aa/9acca5	37478	GXA (32)	COMPLETED	0	2024-06-12 23:16:02.377	1.9s	958ms	103.6%	10.9 MB	19.6 MB	7.7 MB	15.5 KB
608	e6/4af2f3	37484	GXA (33)	COMPLETED	0	2024-06-12 23:16:02.410	1.9s	953ms	102.9%	11.6 MB	20.2 MB	7.7 MB	16 KB
610	f2/a904f5	37522	GXA (35)	COMPLETED	0	2024-06-12 23:16:04.320	1.9s	973ms	104.3%	11.1 MB	19.9 MB	7.2 MB	14.9 KB
609	3e/f0bb7e	37516	GXA (34)	COMPLETED	0	2024-06-12 23:16:04.293	1.9s	1s	104.8%	10.5 MB	19.4 MB	7.7 MB	15.6 KB
611	93/8afa97	37555	GXA (36)	COMPLETED	0	2024-06-12 23:16:06.211	1.8s	929ms	105.5%	11.4 MB	20.3 MB	7.7 MB	15.7 KB
612	d6/77db33	37561	GXA (37)	COMPLETED	0	2024-06-12 23:16:06.227	1.9s	894ms	103.5%	11 MB	19.8 MB	7.2 MB	14.9 KB
613	32/99888c	37592	GXA (38)	COMPLETED	0	2024-06-12 23:16:08.041	1.9s	1s	104.9%	10.9 MB	19.5 MB	7.2 MB	14.9 KB
614	0b/8ee905	37609	GXA (39)	COMPLETED	0	2024-06-12 23:16:08.130	1.9s	959ms	104.4%	11.2 MB	19.9 MB	7.2 MB	14.9 KB
615	31/32b247	37630	GXA (40)	COMPLETED	0	2024-06-12 23:16:09.948	1.8s	984ms	103.0%	11.1 MB	19.8 MB	7.2 MB	15 KB
616	d4/c13e4c	37640	GXA (41)	COMPLETED	0	2024-06-12 23:16:10.015	1.9s	946ms	104.1%	11.4 MB	20.2 MB	8.6 MB	15.5 KB
617	92/d5c7fe	37668	GXA (42)	COMPLETED	0	2024-06-12 23:16:11.783	1.9s	960ms	105.1%	11.8 MB	20.7 MB	8.6 MB	15.2 KB
618	a5/25243d	37684	GXA (43)	COMPLETED	0	2024-06-12 23:16:11.891	1.8s	908ms	102.3%	11.6 MB	20.4 MB	7.7 MB	15.3 KB
620	4a/197629	37713	GXA (45)	COMPLETED	0	2024-06-12 23:16:13.701	1.9s	926ms	106.3%	12 MB	20.7 MB	7.7 MB	15.3 KB
619	d2/05d0fa	37707	GXA (44)	COMPLETED	0	2024-06-12 23:16:13.671	2s	986ms	105.2%	11.1 MB	20.2 MB	8.6 MB	15.5 KB
622	69/cd4278	37753	GXA (47)	COMPLETED	0	2024-06-12 23:16:15.650	1.9s	973ms	104.3%	11.1 MB	20.2 MB	8.6 MB	16.1 KB
621	26/e499d4	37745	GXA (46)	COMPLETED	0	2024-06-12 23:16:15.607	2s	1s	103.9%	11 MB	20 MB	8.6 MB	17 KB
624	33/6ef386	37797	GXA (49)	COMPLETED	0	2024-06-12 23:16:17.629	1.8s	953ms	106.0%	11.2 MB	20 MB	7.7 MB	15.3 KB
623	4e/dd78dd	37787	GXA (48)	COMPLETED	0	2024-06-12 23:16:17.581	1.9s	939ms	104.4%	11.6 MB	20.3 MB	7.7 MB	15.3 KB
625	36/f6d6cf	37832	GXA (50)	COMPLETED	0	2024-06-12 23:16:19.445	1.8s	947ms	107.1%	11.4 MB	20.2 MB	7.7 MB	15.3 KB
626	eb/d810b4	37843	GXA (51)	COMPLETED	0	2024-06-12 23:16:19.505	2.1s	1.1s	104.0%	11.9 MB	20.5 MB	10.3 MB	14.8 KB
627	6b/23adc8	37868	GXA (52)	COMPLETED	0	2024-06-12 23:16:21.247	2.2s	1.3s	102.7%	105.1 MB	121.2 MB	10.3 MB	14.9 KB
628	38/9e7aff	37888	GXA (53)	COMPLETED	0	2024-06-12 23:16:21.625	2s	1.1s	100.4%	12 MB	20.6 MB	6.7 MB	14.6 KB
629	1a/245389	37907	GXA (54)	COMPLETED	0	2024-06-12 23:16:23.498	2.6s	1.6s	103.4%	100.5 MB	116.5 MB	10.3 MB	14.8 KB
630	6c/1f1513	37923	GXA (55)	COMPLETED	0	2024-06-12 23:16:23.617	2.6s	1.7s	104.3%	96.6 MB	112.7 MB	10.3 MB	15.4 KB
631	16/71dafb	37945	GXA (56)	COMPLETED	0	2024-06-12 23:16:26.078	2s	1s	104.8%	13.5 MB	22.4 MB	8.3 MB	15.1 KB
632	c9/9c4995	37965	GXA (57)	COMPLETED	0	2024-06-12 23:16:26.230	1.9s	855ms	104.0%	11.4 MB	20 MB	6.7 MB	14.6 KB
634	e8/c1a061	37991	GXA (59)	COMPLETED	0	2024-06-12 23:16:28.102	2s	1s	104.2%	11.5 MB	20.2 MB	8.3 MB	15.1 KB
633	5d/64eaae	37985	GXA (58)	COMPLETED	0	2024-06-12 23:16:28.078	2s	985ms	104.2%	10.6 MB	19.6 MB	8.3 MB	15.1 KB
636	47/2a207d	38029	GXA (61)	COMPLETED	0	2024-06-12 23:16:30.118	1.8s	913ms	103.8%	11.2 MB	20.3 MB	6.7 MB	14.6 KB
635	f9/c6e925	38023	GXA (60)	COMPLETED	0	2024-06-12 23:16:30.089	2.2s	1.1s	104.6%	11.5 MB	20.2 MB	10.3 MB	15.5 KB
637	f4/aea8c6	38059	GXA (62)	COMPLETED	0	2024-06-12 23:16:31.957	1.9s	978ms	105.5%	10.5 MB	19.4 MB	8.3 MB	15.1 KB
638	10/ecde2c	38079	GXA (63)	COMPLETED	0	2024-06-12 23:16:32.252	1.7s	825ms	102.9%	11.6 MB	20.5 MB	6.7 MB	14.6 KB
639	85/82b5ce	38098	GXA (64)	COMPLETED	0	2024-06-12 23:16:33.839	1.9s	980ms	105.7%	13.1 MB	21.9 MB	8.3 MB	15.1 KB
640	5b/acb305	38114	GXA (65)	COMPLETED	0	2024-06-12 23:16:33.936	1.8s	847ms	103.3%	11.9 MB	20.7 MB	6.7 MB	14.5 KB
641	95/0a61f8	38137	GXA (66)	COMPLETED	0	2024-06-12 23:16:35.728	1.8s	954ms	104.9%	12.8 MB	21.3 MB	6.7 MB	14.5 KB
642	db/79b2c9	38146	GXA (67)	COMPLETED	0	2024-06-12 23:16:35.789	1.9s	918ms	102.8%	11.2 MB	20 MB	6.7 MB	14.6 KB
643	17/099edb	38176	GXA (68)	COMPLETED	0	2024-06-12 23:16:37.577	1.8s	953ms	105.6%	11.6 MB	20.2 MB	6.7 MB	14.5 KB
644	8d/32bd3f	38194	GXA (69)	COMPLETED	0	2024-06-12 23:16:37.697	1.9s	946ms	103.5%	10.8 MB	19.4 MB	6.7 MB	14.5 KB
645	a3/8b3a91	38223	GXA (70)	COMPLETED	0	2024-06-12 23:16:39.392	1.9s	922ms	105.8%	11.1 MB	19.9 MB	6.7 MB	14.4 KB
646	28/a9fa15	38242	GXA (71)	COMPLETED	0	2024-06-12 23:16:39.573	1.8s	899ms	103.6%	11.5 MB	19.9 MB	6.7 MB	14.5 KB
647	11/7fc194	38261	GXA (72)	COMPLETED	0	2024-06-12 23:16:41.264	1.8s	914ms	105.4%	11.9 MB	20.5 MB	6.7 MB	14.4 KB
648	c7/1993f1	38279	GXA (73)	COMPLETED	0	2024-06-12 23:16:41.425	1.8s	908ms	105.1%	11.5 MB	20.4 MB	6.7 MB	14.4 KB
649	33/3b450d	38299	GXA (74)	COMPLETED	0	2024-06-12 23:16:43.114	1.8s	926ms	102.8%	11.2 MB	20.2 MB	6.7 MB	14.4 KB
650	9b/1d32c8	38308	GXA (75)	COMPLETED	0	2024-06-12 23:16:43.186	1.8s	919ms	102.9%	10.6 MB	19.5 MB	6.7 MB	14.4 KB
